Typ;Produkt;"B x H[mm]";"Preis[Pos]";"Qm[ges.]";Kunden Nr.;Druck RG;Produkt-ID;Monat;Days;;;;;;;;;;;;12/31/2021
AU*;Floatglas 3 mm;2250 x 3210;454.8;108.3;10798;10/28/2019;1003;2019/10;795.00;;;;;;;;;;;;
AU*;Maschinenglas 4 mm;2250 x 3210;306.12;28.88;10798;10/28/2019;62500;2019/10;795.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;456;30;10426;10/28/2019;6000;2019/10;795.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;585.9;38.55;10426;10/28/2019;6000;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;644.4;108.3;11557;10/28/2019;1004;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;992.75;180.5;11058;10/28/2019;1004;2019/10;795.00;;;;;;;;;;;;
AU*;Matoflex 2 mm;1200 x 1600;602.24;61.44;11058;10/28/2019;62311;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;64.26;7.22;11058;10/28/2019;1005;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;111.91;7.22;11058;10/28/2019;1010;2019/10;795.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;83.66;3.56;11058;10/28/2019;4001;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1610 x 2250;319.34;50.68;10894;10/28/2019;1004;2019/10;795.00;;;;;;;;;;;;
AU*;VSG 6 mm;1610 x 2250;504.99;32.58;10894;10/28/2019;6000;2019/10;795.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;61.24;7.12;10889;10/28/2019;4054;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;269.9;40.9;10889;10/28/2019;1003;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;132.52;16.36;10889;10/28/2019;1004;2019/10;795.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 3 mm";1605 x 2250;73.64;7.22;10889;10/28/2019;1447;2019/10;795.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;61.24;7.12;10889;10/28/2019;4089;2019/10;795.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 2160;30.62;3.56;10889;10/28/2019;62264;2019/10;795.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1354.86;194.94;11304;10/28/2019;1900;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - DECKBLATT -;2250 x 3210;37.18;7.22;11304;10/28/2019;1004;2019/10;795.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;4171.5;389.88;12478;10/30/2019;1900;2019/10;793.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - DECKBLATT -;2250 x 3210;83.76;14.44;12478;10/30/2019;1004;2019/10;793.00;;;;;;;;;;;;
AU*;Verbundglas Spionspiegel 6 mm;1605 x 2250;1167.48;14.44;12478;10/30/2019;62275;2019/10;793.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;840.82;122.74;10945;10/30/2019;1006;2019/10;793.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;909.72;101.08;10945;10/30/2019;1008;2019/10;793.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);3210 x 2250;413.12;14.44;10419;11/6/2019;6056;2019/11;786.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1396.5;137.18;10419;11/6/2019;1446;2019/11;786.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);1605 x 2550;944.86;57.26;10834;11/6/2019;6021;2019/11;786.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2130;467.02;133.38;12245;11/14/2019;4054;2019/11;778.00;;;;;;;;;;;;
AU*;Matoflex 2 mm;1000 x 1605;244.8;28.98;12245;11/14/2019;62311;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;1000 x 1605;244.8;64.4;12245;11/14/2019;1002;2019/11;778.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 3200;862.38;142.56;10649;11/14/2019;4078;2019/11;778.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;704.8;142.4;10949;11/14/2019;4054;2019/11;778.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;277.2;18;10891;11/14/2019;6000;2019/11;778.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;79.16;5.14;10891;11/14/2019;6000;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;164.64;21.66;11045;11/14/2019;1004;2019/11;778.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;1650 x 2040;207.6;13.48;11045;11/14/2019;4023;2019/11;778.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;52.34;7.12;11045;11/14/2019;4083;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 1300;762.85;152.57;11045;11/14/2019;1003;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;638.04;159.51;12104;11/14/2019;1004;2019/11;778.00;;;;;;;;;;;;
AU*;Stopsol SuSI 6 mm klar;2250 x 3210;794.2;28.88;10649;11/14/2019;1975;2019/11;778.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;476.52;28.88;10649;11/14/2019;6001;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;651.98;101.08;10649;11/14/2019;1004;2019/11;778.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1423.17;194.94;10290;11/14/2019;1900;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - DECKBLATT -;2250 x 3210;0;7.22;10290;11/14/2019;1004;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - AGC Qualität;2250 x 3210;1130.71;209.38;10290;11/14/2019;1004;2019/11;778.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;2250 x 3210;2057.7;137.18;10290;11/14/2019;62463;2019/11;778.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;512.8;142.4;10290;11/14/2019;4054;2019/11;778.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;2250 x 3210;151.62;14.44;10290;11/14/2019;62329;2019/11;778.00;;;;;;;;;;;;
AU*;Lacobel 6 mm Metalic grey 9006;2250 x 3210;2086.58;122.74;10290;11/14/2019;62422;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 1300;716.86;152.57;10293;11/14/2019;1003;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;628.2;108.3;10293;11/14/2019;1004;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;1605 x 2250;601.91;83.03;10293;11/14/2019;1005;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2550;707.6;81.8;10293;11/14/2019;1006;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3210 x 2250;382.68;28.88;10293;11/14/2019;1008;2019/11;778.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;3210 x 2250;181.94;14.44;10293;11/14/2019;62328;2019/11;778.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;3210 x 2250;254.14;14.44;10293;11/14/2019;62329;2019/11;778.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;3210 x 2250;150.18;7.22;10293;11/14/2019;62330;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;3210 x 2250;122.38;7.22;10293;11/14/2019;1010;2019/11;778.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1600 x 1650;211.2;26.4;10293;11/14/2019;62264;2019/11;778.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1600 x 1650;495;26.4;10293;11/14/2019;4001;2019/11;778.00;;;;;;;;;;;;
AU*;VSG 6 mm;1610 x 2250;201.28;14.48;10293;11/14/2019;6000;2019/11;778.00;;;;;;;;;;;;
AU*;VSG 8 mm;1610 x 2250;119.46;7.24;10293;11/14/2019;6001;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;800 x 1605;550;128;12104;11/14/2019;1002;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1605;1452.5;337.75;12104;11/14/2019;1002;2019/11;778.00;;;;;;;;;;;;
AU*;Spiegel 2 mm;1605 x 2250;523.5;36.1;12104;11/14/2019;1402;2019/11;778.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 1300;807;125.1;11830;11/19/2019;1004;2019/11;773.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1097.44;137.18;10610;11/19/2019;1446;2019/11;773.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;890.28;129.96;10945;11/19/2019;1006;2019/11;773.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;974.76;86.64;10945;11/19/2019;1010;2019/11;773.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2550 x 3210;1002.4;131.04;10798;11/19/2019;1006;2019/11;773.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;1203.66;110.43;10798;11/19/2019;6000;2019/11;773.00;;;;;;;;;;;;
AU*;VSG 8,76 mm;1605 x 2550;657.68;32.72;10798;11/19/2019;6021;2019/11;773.00;;;;;;;;;;;;
AU*;VSG 8,38 mm;1605 x 2550;582.4;32.72;10798;11/19/2019;6001;2019/11;773.00;;;;;;;;;;;;
AU*;Gothik weiß 4 mm;1610 x 1675;511.92;32.4;10798;11/19/2019;4044;2019/11;773.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2550 x 3210;483.2;81.9;12114;11/19/2019;1010;2019/11;773.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;340.8;57.76;12114;11/19/2019;1010;2019/11;773.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;464.94;101.08;12114;11/19/2019;1008;2019/11;773.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 3 mm";2250 x 3210;1400.8;288.8;12114;11/19/2019;1447;2019/11;773.00;;;;;;;;;;;;
AU*;Optishower 8 mm;3210 x 2250;1263.5;101.08;12114;11/19/2019;62459;2019/11;773.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;324;20;12469;11/26/2019;6000;2019/11;766.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;416.3;25.7;12469;11/26/2019;6000;2019/11;766.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1600 x 1650;961.1;184.8;10864;11/26/2019;4078;2019/11;766.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;683.6;142.4;10864;11/26/2019;4054;2019/11;766.00;;;;;;;;;;;;
AU*;Satinato 4 mm;1605 x 2250;1372.14;151.62;10864;11/26/2019;62328;2019/11;766.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;700 x 1605;292.32;64.96;12209;11/26/2019;1002;2019/11;766.00;;;;;;;;;;;;
AU*;Floatglas 15 mm;3300 x 2250;520.1;14.86;12307;11/26/2019;1015;2019/11;766.00;;;;;;;;;;;;
AU*;Ultra Clear 15 mm;3210 x 2250;850.52;14.44;12307;11/26/2019;62505;2019/11;766.00;;;;;;;;;;;;
AU*;Floatglas 12 mm;3210 x 2250;1348.38;64.98;12307;11/26/2019;1012;2019/11;766.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;644.4;108.3;12307;11/26/2019;1004;2019/11;766.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;1178;76;11514;11/26/2019;6000;2019/11;766.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;1416.6;129.96;11514;11/26/2019;1006;2019/11;766.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;1116.57;159.51;11047;11/26/2019;1004;2019/11;766.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1200 x 1605;732.92;140.89;11047;11/26/2019;1003;2019/11;766.00;;;;;;;;;;;;
AU*;Barock weiß 4 mm;1650 x 2160;150.6;10.68;11047;11/26/2019;4120;2019/11;766.00;;;;;;;;;;;;
AU*;Satinato  4 mm;1605 x 2250;85.2;7.22;11047;11/26/2019;62328;2019/11;766.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;60.52;7.12;11047;11/26/2019;4054;2019/11;766.00;;;;;;;;;;;;
AU*;Ornament 521 weiß 4 mm;1650 x 2160;60.52;7.12;11047;11/26/2019;4086;2019/11;766.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2440 x 3300;3042.9;112.7;10920;11/26/2019;62427;2019/11;766.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 10 mm;2440 x 3300;3006.72;72.45;10920;11/26/2019;62424;2019/11;766.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm bronze";2250 x 3210;1879.29;137.18;10798;11/27/2019;1446;2019/11;765.00;;;;;;;;;;;;
AU*;Ultra Clear 12 mm;2550 x 3210;665.85;24.57;10798;11/27/2019;62457;2019/11;765.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2550 x 3210;344;32.76;10798;11/27/2019;1008;2019/11;765.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2440 x 3300;3268.3;112.7;10124;11/27/2019;62427;2019/11;765.00;;;;;;;;;;;;
AU*;PPG Clarvista 8 mm;2440 x 3300;685.86;16.1;11055;11/29/2019;62426;2019/11;763.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;2250 x 3210;397.1;14.44;11055;11/29/2019;62463;2019/11;763.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;2250 x 3210;108.66;7.22;11055;11/29/2019;62444;2019/11;763.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;80.86;14.44;11055;11/29/2019;1004;2019/11;763.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;161.72;14.44;11055;11/29/2019;1008;2019/11;763.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1481.58;129.96;12245;11/29/2019;6000;2019/11;763.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3300;1217.16;208.04;10649;11/30/2019;1004;2019/11;762.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;285.2;36.1;10107;12/3/2019;1004;2019/12;759.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;228.16;14.44;10107;12/3/2019;6000;2019/12;759.00;;;;;;;;;;;;
AU*;Ultra Clear 4 mm;3210 x 2250;314.05;36.1;11219;12/3/2019;62453;2019/12;759.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;3210 x 2250;97.47;7.22;11219;12/3/2019;1010;2019/12;759.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2250;93.14;7.22;11219;12/3/2019;6000;2019/12;759.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;3210 x 2250;64.26;7.22;11219;12/3/2019;62328;2019/12;759.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;3210 x 2250;80.86;7.22;11219;12/3/2019;62329;2019/12;759.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;3210 x 2250;102.89;7.22;11219;12/3/2019;62330;2019/12;759.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;60.64;14.44;11219;12/3/2019;1003;2019/12;759.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;37.02;7.12;11219;12/3/2019;4054;2019/12;759.00;;;;;;;;;;;;
AU*;Listral weiß 4 mm;1650 x 2160;37.38;3.56;11219;12/3/2019;4064;2019/12;759.00;;;;;;;;;;;;
AU*;Ornament 187 weiß 4 mm;1650 x 2160;20.65;3.56;11219;12/3/2019;4080;2019/12;759.00;;;;;;;;;;;;
AU*;Chinchilla weiß 4 mm;1610 x 2130;40.13;3.43;11219;12/3/2019;4015;2019/12;759.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;68.71;3.56;11219;12/3/2019;4001;2019/12;759.00;;;;;;;;;;;;
AU*;Barock weiß 4 mm;1650 x 2160;57.67;3.56;11219;12/3/2019;4120;2019/12;759.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;900 x 1605;145.3;14.6;10020;12/3/2019;1003;2019/12;759.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;946.58;137.18;10126;12/3/2019;1446;2019/12;759.00;;;;;;;;;;;;
AU*;Robax 4mm;1100 x 1954;516;4.3;10126;12/3/2019;1753;2019/12;759.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1330.57;137.18;10760;12/6/2019;1446;2019/12;756.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;640.8;142.4;10760;12/6/2019;4054;2019/12;756.00;;;;;;;;;;;;
AU*;VSG 16 mm (0,76 mm matte Folie);2250 x 3210;1290.96;43.32;10760;12/6/2019;6024;2019/12;756.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;909.72;151.62;10760;12/6/2019;1900;2019/12;756.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - DECKBLATT -;2250 x 3210;34.66;7.22;10760;12/6/2019;1004;2019/12;756.00;;;;;;;;;;;;
AU*;VSG Spiegel 33.1 einseitig;2250 x 3210;920.55;36.1;10760;12/6/2019;1446;2019/12;756.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;89;17.8;10760;12/6/2019;4089;2019/12;756.00;;;;;;;;;;;;
AU*;Gothik weiß 4 mm;1610 x 1675;217.08;16.2;10760;12/6/2019;4044;2019/12;756.00;;;;;;;;;;;;
AU*;Bamboo weiß 5 mm;1610 x 2130;154.35;10.29;10760;12/6/2019;4013;2019/12;756.00;;;;;;;;;;;;
AU*;Pelz bronze 4 mm;1650 x 2160;108.93;10.68;10760;12/6/2019;62265;2019/12;756.00;;;;;;;;;;;;
AU*;Floatglas bronce 8 mm;2250 x 3210;205.04;14.44;10760;12/6/2019;1108;2019/12;756.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;900 x 1600;594.22;105.12;10730;12/6/2019;1003;2019/12;756.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;1045;76;10730;12/6/2019;6000;2019/12;756.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;539.92;32.72;10730;12/6/2019;6000;2019/12;756.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;441.76;32.72;10730;12/6/2019;1446;2019/12;756.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;820.52;140.16;11514;12/6/2019;1003;2019/12;756.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1000 x 1605;687.66;117.53;11514;12/6/2019;1003;2019/12;756.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;546.77;93.44;11514;12/6/2019;1003;2019/12;756.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;2250 x 3210;353.78;14.44;10419;12/10/2019;62463;2019/12;752.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;1324.12;101.08;10419;12/10/2019;6001;2019/12;752.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;27.77;3.56;10419;12/10/2019;4083;2019/12;752.00;;;;;;;;;;;;
AU*;Listral weiß 4 mm;1650 x 2160;49.84;3.56;10419;12/10/2019;4064;2019/12;752.00;;;;;;;;;;;;
AU*;Matoflex 2 mm;800 x 1605;35.84;2.56;10419;12/10/2019;62311;2019/12;752.00;;;;;;;;;;;;
AU*;STARPHIRE 19 mm;2440 x 3300;4004.9;40.25;10618;12/10/2019;62339;2019/12;752.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1780.38;129.96;12003;12/10/2019;6000;2019/12;752.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);3660 x 2440;3084.4;196.46;11242;12/10/2019;6022;2019/12;752.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;438;70.08;10790;12/10/2019;1003;2019/12;752.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;389.88;21.66;10790;12/10/2019;6000;2019/12;752.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;92.52;5.14;10790;12/10/2019;6000;2019/12;752.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;108;6;10790;12/10/2019;6000;2019/12;752.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;113.73;10.83;10790;12/10/2019;1006;2019/12;752.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;126.35;18.05;10790;12/10/2019;1004;2019/12;752.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8.1 mm;2440 x 3300;3268.3;112.7;10124;12/13/2019;62427;2019/12;749.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;1084.14;121.14;10124;12/13/2019;4023;2019/12;749.00;;;;;;;;;;;;
AU*;Starfire 8 mm;2250 x 3300;1292.85;111.45;10124;12/13/2019;62449;2019/12;749.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;2550 x 3210;1310.4;131.04;10124;12/13/2019;62444;2019/12;749.00;;;;;;;;;;;;
AU*;Satinato 8 mm;2500 x 3210;1433.4;120.45;10124;12/13/2019;62330;2019/12;749.00;;;;;;;;;;;;
AU*;VSG Spiegel Miralite 3.3.1 beidseitig Spiegel;2250 x 3210;3028.14;129.96;10124;12/13/2019;62428;2019/12;749.00;;;;;;;;;;;;
AU*;VSG 8,76 - Aktionsware -;2550 x 3210;2162.16;196.56;10124;12/13/2019;6021;2019/12;749.00;;;;;;;;;;;;
AU*;Gartenglas 3 mm;610 x 610;547.2;140.6;10124;12/13/2019;62503;2019/12;749.00;;;;;;;;;;;;
AU*;Gartenglas 3 mm;610 x 2100;728.54;186.88;10124;12/13/2019;62503;2019/12;749.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;3210 x 2550;1593.6;262.08;10124;12/13/2019;1006;2019/12;749.00;;;;;;;;;;;;
AU*;Ultra Clear 4 mm;3210 x 2250;314.05;36.1;11219;12/17/2019;62453;2019/12;745.00;;;;;;;;;;;;
AU*;Satinato Weißglas 6 mm;2250 x 3210;142.96;7.22;11219;12/17/2019;62329;2019/12;745.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1500 x 3210;1244.88;202.44;11056;12/19/2019;1004;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1200 x 1605;496.76;84.92;11056;12/19/2019;1003;2019/12;743.00;;;;;;;;;;;;
AU*;Ornament 521 weiß 4 mm;1650 x 2160;128.15;17.8;11056;12/19/2019;4086;2019/12;743.00;;;;;;;;;;;;
AU*;Ornament 523 weiß 4 mm;1650 x 2160;76.89;10.68;11056;12/19/2019;4087;2019/12;743.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;128.15;17.8;11056;12/19/2019;4089;2019/12;743.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;128.15;17.8;11056;12/19/2019;4054;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;416.83;70.08;12446;12/19/2019;1003;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3300;2121.84;416.08;10019;12/19/2019;1004;2019/12;743.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;1685.48;209.38;10019;12/19/2019;1445;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1600;319.2;67.2;10019;12/19/2019;1002;2019/12;743.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";1605 x 2250;363.92;28.88;10891;12/19/2019;1445;2019/12;743.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;79.16;5.14;10891;12/19/2019;6000;2019/12;743.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;61.6;4;10891;12/19/2019;6000;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;1605 x 1000;154.36;28.05;10761;12/19/2019;1002;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;882;200.41;10761;12/19/2019;1003;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;869.7;161.07;10761;12/19/2019;1004;2019/12;743.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";1605 x 2550;230.46;24.78;10761;12/19/2019;1445;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2550;163.56;16.52;10761;12/19/2019;1006;2019/12;743.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;456.48;32.72;10761;12/19/2019;6000;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;1605 x 2250;118.4;14.44;10761;12/19/2019;1005;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;1605 x 2250;314.1;21.66;10761;12/19/2019;1008;2019/12;743.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;1605 x 2250;95.3;7.22;10761;12/19/2019;62328;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas bronce 4 mm;1605 x 2250;77.98;7.22;10761;12/19/2019;1104;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas bronce 6 mm;1605 x 2250;118.4;7.22;10761;12/19/2019;1106;2019/12;743.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;134.92;7.12;10761;12/19/2019;4001;2019/12;743.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 2160;26.7;3.56;10761;12/19/2019;4078;2019/12;743.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;84.36;10.68;10761;12/19/2019;4054;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;941.07;159.51;11145;12/19/2019;1004;2019/12;743.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;1695.04;130.88;11145;12/19/2019;6000;2019/12;743.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1610 x 2550;1192;164.4;11514;12/19/2019;1004;2019/12;743.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1481.49;194.94;10649;12/31/2019;1900;2019/12;731.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - DECKBLATT -;2250 x 3210;42.24;7.22;10649;12/31/2019;1004;2019/12;731.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm bronze";2250 x 3210;1879.29;137.18;10798;1/8/2020;1446;2020/01;723.00;;;;;;;;;;;;
